Player,AVG SALARY
Ron Baker,3492779.6666666665
Luc Mbah a Moute,3263522.727272727
Al Jefferson,10817972.933333334
Jodie Meeks,3532746.9
Alex Abrines,5687421.666666667
Nen̻,9532366.470588235
Michael Beasley,4394382.090909091
Allonzo Trier,3646491.0
Ekpe Udoh,3635871.714285714
Shelvin Mack,2519046.0
Manu Ginobili,9434208.352941176
Dante Cunningham,2175249.8
Jarell Martin,1772101.25
Georgios Papagiannis,2609663.6666666665
Amir Johnson,6633596.642857143
Raymond Felton,4966236.571428572
Dwyane Wade,14928701.5625
Zaza Pachulia,4585967.125
Jose Calderon,7381466.0
Devin Harris,6197687.933333334
Channing Frye,5879942.428571428
Omri Casspi,2112278.7
Quincy Pondexter,2766928.888888889
Jonas Jerebko,4073720.5
Salah Mejri,1369522.75
Tyler Lydon,1886554.5
Ian Clark,1228141.5
Deyonta Davis,1625704.3333333333
MarShon Brooks,1223103.2
Malachi Richardson,1661352.0
Wade Baldwin,2062746.0
Gerald Green,2135674.3333333335
Jawun Evans,1236986.0
Tyler Dorsey,1195340.5
Ivan Rabb,1269868.0
Rade Zagorac,1269868.0
Zhou Qi,1195340.5
Ike Anigbogu,1254310.0
Antonio Blakeney,770297.5
Jabari Bird,770297.5
Daniel Hamilton,770297.5
Justin Hamilton,1329516.6
Jason Thompson,3777987.4545454546
Isaiah Briscoe,904036.0
Lorenzo Brown,411669.75
Isaiah Canaan,976068.3333333334
Isaiah Whitehead,1149989.3333333333
Kalin Lucas,447951.5
John Jenkins,1220191.3333333333
Andrew Bogut,10179625.214285715
Yante Maten,415109.0
Andrew Harrison,967803.6666666666
Eric Moreland,951123.75
Nick Young,3837646.75
Okaro White,746066.3333333334
Ben Moore,162575.5
Quincy Acy,1333666.0
Jimmer Fredette,1803911.0
Terrence Jones,1636401.8333333333
Dairis Bertans,209409.0
Walter Lemon Jr,146126.0
Donatas Motiejunas,1150145.0
Justin Bibbs,99366.0
Devin Robinson,84487.0
Tyler Cavanaugh,84487.0
Jordan Loyd,83291.0
Amile Jefferson,84487.0
Troy Caupain,83291.0
Donte Grantham,83291.0
Tyler Davis,83291.0
Kadeem Allen,84487.0
Isaiah Hicks,84487.0
Trevon Bluiett,83291.0
CJ Williams,84487.0
Jared Terrell,83291.0
Bonzie Colson,83291.0
Julian Washburn,83291.0
Jarnell Stokes,448209.25
DJ Stephens,58420.5
Angel Delgado,83291.0
Trevon Duval,83291.0
Vincent Edwards,83291.0
Marcus Derrickson,83291.0
Zach Lofton,83291.0
Keenan Evans,83291.0
Archie Goodwin,1312166.4
DeVaughn Akoon-Purcell,83291.0
Thomas Welsh,83291.0
Daryl Macon,83291.0
Deng Adel,83291.0
Jalen Jones,65718.66666666667
Jaron Blossomgame,83291.0
Billy Preston,83291.0
John Holland,59841.0
Brandon Sampson,83291.0
Tyler Ulis,858152.6666666666
Rawle Alkins,83291.0
Alan Williams,1963592.75
RJ Hunter,827210.0
Alex Poythress,343363.6666666667
Charles Cooke,83940.5
Scott Machado,174684.5
Andre Ingram,66653.5
Jonathan Gibson,307083.0
Billy Garrett,72638.0
Mitch Creek,61290.0
Tarik Phillip,51074.0
Cody Demps,51074.0
Richard Solomon,51074.0
Dusty Hannahs,51074.0
Stephan Hicks,51074.0
Tahjere McCall,51074.0
Mitchell Creek,51074.0
Isaac Humphries,51074.0
Jordan Sibert,51074.0
Nikola Pekovic,10506943.5
Trevor Booker,4951893.125
Jameer Nelson,6238847.285714285
Matt Barnes,2977878.214285714
Josh McRoberts,3595290.272727273
Brandan Wright,4253607.454545454
Arron Afflalo,6444533.636363637
Richard Jefferson,8672438.0
Sean Kilpatrick,1699975.75
Paul Pierce,12987356.95
Lavoy Allen,2957499.285714286
Tarik Black,3042158.75
Mindaugas Kuzminskas,3312942.0
Ramon Sessions,3890665.5454545454
Lucas Nogueira,2385359.75
Malcolm Delaney,2795564.5
Ronnie Price,1642340.076923077
Rashad Vaughn,2202875.6666666665
Nick Collison,4990893.666666667
Jarrett Jack,4395645.769230769
Jason Terry,7386806.263157895
David West,7571092.133333334
Marreese Speights,3097985.5
Aaron Brooks,2348950.4
Luke Babbitt,1602074.375
Shabazz Muhammad,2470893.8
Jordan Crawford,1457367.0
Mike Dunleavy,6684394.0625
Joffrey Lauvergne,1901354.25
Johnny O'Bryant,944719.5
Tyler Ennis,1837812.0
Julyan Stone,849696.8
Shane Larkin,1754418.25
DeAndre Liggins,878138.4
Chris McCullough,1424446.3333333333
Josh Huestis,1424446.3333333333
Jordan Mickey,1448194.3333333333
Joseph Young,1321608.0
Willie Reed,765646.6666666666
Tony Allen,3474391.0714285714
Brice Johnson,1456274.5
Marcus Georges-Hunt,778080.0
Chinanu Onuaku,1034275.0
Paul Zipser,1150683.5
Isaiah Taylor,899862.5
Diamond Stone,1034275.0
Livio Jean-Charles,1359006.0
Bobby Brown,975562.25
Festus Ezeli,2576153.0
Gerald Henderson,4819493.444444444
Damien Wilkins,2430946.6
Brandon Paul,539691.0
Emeka Okafor,10201005.272727273
Dwight Buycks,566358.0
Joel Bolomboy,730941.0
Kyle Collinsworth,369820.5
Jeff Withey,876634.2
Kay Felder,612378.5
Leandro Barbosa,3930273.3333333335
Michael Gbinije,643659.0
Nicolas Brussino,524297.0
Brandon Jennings,5183541.444444444
CJ Watson,2531956.8181818184
Travis Wear,457787.0
Larry Drew II,153996.0
Nigel Hayes,214658.0
David Stockton,140949.0
Aaron Harrison,401081.0
Omari Johnson,189107.0
Jarell Eddie,232268.5
Rodney Purvis,183996.0
Briante Weber,317005.6666666667
Marquis Teague,929532.5
Jeremy Evans,1314392.875
Carrick Felix,552458.0
Kendrick Perkins,4939462.785714285
Milton Doyle,141141.0
Brandon Rush,2702958.7
Ty Lawson,5588484.666666667
Derrick Williams,5136544.428571428
KJ McDaniels,2019633.0
Tim Quarterman,359788.0
Jaylen Johnson,97108.0
CJ Fair,91997.0
Michael Young,85683.0
Erik McCree,85683.0
Nate Wolters,435969.25
Eric Griffin,85683.0
Matt Costello,71023.5
Darrun Hilliard,584921.0
Jack Cooley,129590.0
CJ Wilcox,1008657.5
Alec Peters,85683.0
James Young,1511061.25
Jacob Pullen,85683.0
James Michael McAdoo,612249.25
Jamel Artis,85683.0
Adreian Payne,1671923.5
Anthony Brown,612557.0
Marshall Plumlee,349164.5
Xavier Munford,113172.5
Matt Williams,85683.0
Myke Henry,85683.0
Vince Hunter,85683.0
Vander Blue,57993.666666666664
Jamil Wilson,85683.0
Markel Brown,542045.6666666666
Reggie Hearn,85683.0
Luis Montero,341757.5
Gian Clavell,85683.0
London Perrantes,85683.0
Marcus Paige,113296.5
Mangok Mathiang,85683.0
James Webb,79478.0
Jacob Wiley,85683.0
Yakuba Ouattara,85683.0
Josh Magette,85683.0
Xavier Silas,82253.0
Daniel Ochefu,334052.0
Bronson Koenig,55458.0
VJ Beachem,55458.0
Landry Nnoko,55458.0
Trey McKinney-Jones,51109.0
Aaron Jackson,51109.0
Jameel Warney,51109.0
Marcus Thornton II,51109.0
Kris Humphries,6102946.615384615
Tiago Splitter,7783605.142857143
Kevin Garnett,22378418.714285713
Boris Diaw,7133993.857142857
Rodney Stuckey,5731064.5
Sergio Rodriguez,2727540.0
Carl Landry,5761047.9
Tim Duncan,16321614.95
Jared Sullinger,2737658.8
Roy Hibbert,9123051.444444444
Luis Scola,5656236.7
Greivis Vasquez,3750733.714285714
Jordan Hill,4679011.5
Mike Miller,7477716.764705882
Anthony Morrow,3177300.3333333335
Kevin Martin,7729028.538461538
Tibor Pleiss,3115211.5
Martell Webster,4811075.083333333
Randy Foye,3761974.909090909
Alonzo Gee,2151557.8571428573
Maurice Williams,5972495.785714285
Kevin Seraphin,2712754.0
David Lee,9316707.583333334
Caron Butler,7100224.933333334
Steve Novak,2272510.727272727
Metta World Peace,6131176.555555556
Brandon Bass,3937891.5
James Jones,2501958.3076923075
Chris Andersen,3773496.5
Mitch McGary,1660650.0
Marcelo Huertas,1144379.5
Jordan Adams,1594316.6666666667
Sasha Vujacic,2803669.3
Sasha Kaun,1477952.5
Marcus Thornton,5190395.5
Alan Anderson,1476616.7142857143
Hollis Thompson,963648.75
Rakeem Christmas,1166408.0
Thomas Robinson,2918766.2
Pablo Prigioni,1422202.0
Brian Roberts,1805620.2
Anthony Bennett,4729185.75
Walter Tavares,1136287.5
Damjan Rudez,1222630.6666666667
Louis Amundson,1839470.857142857
Beno Udrih,4198827.307692308
Nick Johnson,881893.0
Elton Brand,12348663.722222222
Stephen Zimmerman,1070920.0
Ryan Kelly,1304613.5
Joel Anthony,2771486.2
John Lucas,899946.0
Toney Douglas,1575687.5
Semaj Christon,612646.0
Maurice Ndour,605239.0
Kyle Wiltjer,612646.0
Arinze Onuaku,220028.33333333334
Norris Cole,1729164.3333333333
Ben Bentil,317858.0
Yi Jianlian,2946713.6666666665
Elliot Williams,907931.0
Lamar Patterson,435860.0
Nicolas Laprovittola,230643.0
Reggie Williams,1624857.7142857143
Pierre Jackson,535059.5
Shawn Long,174179.0
Robbie Hummel,580863.3333333334
Mike Tobey,156621.0
Patricio Garino,148765.0
Jarrod Uthoff,146456.0
Manny Harris,248521.5
Ray McCallum,725445.0
Isaiah Cousins,112728.0
JP Tokoto,112728.0
Stefan Jankovic,112728.0
Egidijus Mockevicius,112728.0
Jordan Farmar,2183383.8181818184
Prince Ibeh,87082.0
Quincy Ford,84546.0
Henry Sims,451894.6
Kaleb Tarczewski,84546.0
Keith Benson,84546.0
Gary Neal,1817961.857142857
Thomas Walkup,78346.0
Zach Auguste,67637.0
Brady Heslip,63691.0
EJ Singler,56364.0
Dionte Christmas,302361.0
Elgin Cook,56364.0
Scott Wood,56364.0
DJ Kennedy,56364.0
Beau Beech,50727.0
Phil Pressey,673793.5
Nikola Jovanovic,33818.0
Tony Wroten,1348715.2
Nick Zeisloft,28182.0
Dahntay Jones,1948048.0
Kobe Bryant,21227234.1
Gerald Wallace,8467122.533333333
OJ Mayo,6836122.75
JJ Hickson,3926365.75
Chase Budinger,3028253.5714285714
Chris Kaman,8292145.846153846
Drew Gooden,6761952.785714285
Kirk Hinrich,6936599.153846154
Sonny Weems,1436351.75
Furkan Aldemir,3129598.5
Kendall Marshall,1598641.5
Steve Blake,3508730.3076923075
Danny Granger,7839908.636363637
Perry Jones,1523474.0
DeJuan Blair,1471651.7142857143
Zoran Dragic,2001061.5
Sergey Karasev,1759287.3333333333
Matt Bonner,3106860.8333333335
Rasual Butler,2474646.6153846155
Tayshaun Prince,7269359.357142857
Amare Stoudemire,14568970.42857143
Samuel Dalembert,7603834.2
Charlie Villanueva,5751460.636363637
Andre Miller,7550046.235294118
Andrea Bargnani,8858632.9
Aaron Gray,1622006.375
Cartier Martin,918214.7142857143
PJ Hairston,1339240.0
Tyler Hansbrough,2838480.5714285714
Chris Copeland,2232180.75
Jared Cunningham,1355366.0
James Anderson,1349714.0
Joey Dorsey,1085100.8
Donald Sloan,772120.4
Robert Sacre,909814.25
Christapher Johnson,928189.3333333334
Gal Mekel,887238.3333333334
Damien Inglis,954094.5
Devyn Marble,985414.5
Cleanthony Early,770227.0
Russ Smith,770227.0
Shayne Whittington,770227.0
Cameron Bairstow,770227.0
Kostas Papanikolaou,3190110.0
Ryan Hollins,1614626.3
Duje Dukan,597832.0
Cliff Alexander,597832.0
Branden Dawson,597832.0
Cory Jefferson,495738.5
Elijah Millsap,372711.5
Nazr Mohammed,4899288.333333333
Jorge Gutierrez,526158.3333333334
Jeff Ayres,1300192.5
Andrew Goudelock,283845.3333333333
Scottie Wilbekin,227705.0
Erick Green,402686.5
Greg Smith,719959.2
Jordan Hamilton,1127053.4
Orlando Johnson,565322.3333333334
Jonathan Holmes,113852.0
Bryce Cotton,143344.0
Justin Harper,528558.0
Alex Stepheson,105497.0
Chuck Hayes,3683179.1
Keith Appling,70332.0
Bryce Dejean-Jones,70332.0
Coty Clarke,70331.0
Quincy Miller,497425.5
JJ O'Brien,35165.0
Nate Robinson,2754411.090909091
Dorell Wright,2953848.4166666665
Carlos Boozer,14105110.538461538
Brandon Roy,12751923.888888888
Brendan Haywood,6201115.214285715
Steve Nash,10259812.52631579
Tyrus Thomas,7441833.222222222
Landry Fields,4639344.8
Marcus Camby,9708476.684210526
Glen Davis,5158867.875
Al Harrington,7465710.05882353
Josh Childress,6257519.222222222
Travis Outlaw,5041041.090909091
Jason Richardson,9696655.214285715
Ben Gordon,9503121.0
Andrei Kirilenko,9859952.5
Carlos Delfino,3049410.2
Alexey Shved,3595920.0
Joel Freeland,3486003.0
Will Bynum,2942999.8571428573
Luke Ridnour,4740319.75
Eric Maynor,2128418.1666666665
Vitor Faverani,2354794.0
Anthony Randolph,2355893.285714286
Reggie Evans,3160078.4615384615
Gigi Datome,2015559.5
Ronny Turiaf,3108182.5555555555
Miroslav Raduljica,1194878.0
Willie Green,2672322.272727273
Hidayet Turkoglu,7235608.133333334
Shawn Marion,11116968.5
Jannero Pargo,1402606.9090909092
Victor Claver,1524324.6666666667
Sebastian Telfair,2485046.5
Francisco Garcia,3820921.7
Jason Maxiell,3513685.8
Austin Daye,2121746.6666666665
Bernard James,971566.0
Pero Antic,1410596.5
Shavlik Randolph,856361.875
Jeff Adrien,796046.6
Shawne Williams,2125358.222222222
Arnett Moultrie,1265541.6666666667
Nemanja Nedovic,1244160.5
Xavier Henry,2036421.4
Toure Murry,855145.0
John Salmons,5459875.461538462
Greg Stiemsma,2049557.0
Ricky Ledo,867471.0
Jeffery Taylor,870801.3333333334
Chris Douglas-Roberts,715648.3333333334
Jamaal Franklin,803995.0
Kenyon Martin,10061146.8
Grant Jerrett,930738.0
Tony Mitchell,750546.0
Tony Mitchell,482144.0
Nick Calathes,750546.0
Ognjen Kuzmic,750546.0
Jerome Jordan,750401.5
Darius Morris,923672.75
Malcolm Thomas,491834.5
Patric Young,578331.0
AJ Price,878137.8333333334
Glen Rice Jr,553448.0
Earl Barron,589795.8571428572
Henry Walker,817279.4
Andre Dawkins,309717.0
Shannon Brown,2008579.111111111
Alex Kirk,244939.0
Brandon Davies,359088.0
Earl Clark,2112265.8333333335
Lester Hudson,287498.3333333333
Will Cherry,121479.0
Jabari Brown,119066.0
Jarvis Varnado,273325.0
Drew Gordon,83964.0
Jerel McNeal,70301.0
Chris Babb,107894.0
Malcolm Lee,515738.3333333333
Sim Bhullar,39897.0
David Wear,34019.0
Josh Davis,389614.5
Gilbert Arenas,15894667.538461538
Andray Blatche,5229647.333333333
Andris Biedrins,7685938.4
Andrew Bynum,10007544.111111112
Keith Bogans,2144282.909090909
Linas Kleiza,3580804.125
Quentin Richardson,5915088.285714285
Jan Vesely,3897289.6666666665
Shane Battier,5690732.076923077
Ray Allen,14177557.166666666
Kwame Brown,6604165.461538462
Chauncey Billups,8341373.411764706
Jermaine O'Neal,12771921.722222222
Royce White,2007988.0
Chris Singleton,1888180.0
Vyacheslav Kravtsov,1760650.5
Chris Duhon,4195856.4
Gustavo Ayon,1802687.3333333333
Nando De Colo,1679925.5
Earl Watson,4281663.076923077
Derek Fisher,4894513.722222222
Rashard Lewis,12647416.0
Antawn Jamison,12037985.0
Fab Melo,1505630.5
Roger Mason,1714442.0909090908
Ronnie Brewer,3055200.625
Hasheem Thabeet,4041552.6
Greg Oden,5080585.0
Richard Hamilton,9992661.8
BJ Mullens,1646637.2
Chris Johnson,697602.25
Josh Harrellson,674553.3333333334
Doron Lamb,843741.5
Tornike Shengelia,739317.0
Diante Garrett,698821.5
Jeremy Tyler,777475.3333333334
Ryan Gomes,3001135.5555555555
Peyton Siva,570354.0
Solomon Jones,988994.0
Erik Murphy,530094.0
Jason Collins,3530330.230769231
Daniel Orton,986198.5
Maalik Wayns,408482.0
Hilton Armstrong,2079894.6666666667
Stephen Jackson,6306321.142857143
Hamed Haddadi,1555612.0
Chris Smith,214721.0
James Southerland,181170.0
Jamaal Tinsley,4286953.769230769
Chris Wright,255010.0
Damion James,780634.25
Dexter Pittman,661191.0
Othyus Jeffers,121048.0
Elias Harris,116356.0
Royal Ivey,1043903.7
Melvin Ely,2105726.111111111
Casper Ware,80519.0
Darius Johnson-Odom,142441.5
Mustafa Shakur,82883.5
Shane Edwards,33550.0
Baron Davis,13984974.285714285
Corey Maggette,8355362.928571428
Lamar Odom,11081195.5
DeSagana Diop,5044027.666666667
Darko Milicic,6904473.7
Luke Walton,4242456.8
Daniel Gibson,3881897.5714285714
Hakim Warrick,3305829.375
Daequan Cook,2638922.8333333335
Matt Carroll,4126615.5555555555
Johan Petro,2461430.75
Raja Bell,3949787.5
Jason Kidd,14912065.352941176
DeShawn Stevenson,2825692.5384615385
Rodrigue Beaubois,1730362.0
Grant Hill,11705152.05882353
Renaldo Balkman,1959175.2857142857
Gary Forbes,1390608.6666666667
Jared Jeffries,4796601.909090909
Keyon Dooling,3158185.923076923
Nolan Smith,1618271.5
Kurt Thomas,5418666.705882353
Rasheed Wallace,14176207.75
Joel Przybilla,4541786.769230769
Vladimir Radmanovic,4712963.75
Jerry Stackhouse,6995228.882352941
Chris Wilcox,4637473.181818182
Jeremy Pargo,1379616.5
Dominique Jones,1443837.0
Aleksandar Pavlovic,2552946.4
Marquis Daniels,4832541.6
Delonte West,2329781.3333333335
Lazar Hayward,1341809.0
Dominic McGuire,1016719.1666666666
Christian Eyenga,1327925.0
JaJuan Johnson,1290592.5
Josh Howard,5135239.0
Luke Harangody,918719.0
Devin Ebanks,913040.3333333334
Mickael Pietrus,4431266.8
Jon Brockman,1052639.5
Kelenna Azubuike,2355872.1666666665
Ivan Johnson,854639.0
James White,1053566.0
Will Conroy,373370.6666666667
Tyler Honeycutt,969612.5
Brad Miller,8238434.533333333
Charles Jenkins,736242.0
Trey Thompkins,736242.0
Josh Selby,782220.0
Cory Higgins,736242.0
Sam Young,1046207.5
Kevin Murphy,560734.0
Luke Zeller,560734.0
DeQuan Jones,560734.0
Ben Hansbrough,560734.0
Kim English,560734.0
Tyshawn Taylor,560734.0
Mickael Gelabale,885097.6666666666
Jordan Williams,533667.0
Kevin Jones,461749.0
Juwan Howard,13346339.705882354
Samardo Samuels,650423.3333333334
Terrel Harris,465516.0
Micheal Eric,355192.0
Terrence Williams,2139554.0
Travis Leslie,459570.5
DJ White,1321178.8
Troy Murphy,7187206.166666667
Kris Joseph,267171.0
DaJuan Summers,525237.75
Chris Quinn,876769.5
Tim Ohlbrecht,168220.0
Tracy McGrady,14097089.9375
Justin Dentmon,53083.0
Josh Akognon,49475.0
Eddy Curry,7724688.166666667
Mehmet Okur,9493040.1
James Posey,5857335.153846154
Andres Nocioni,7473751.75
Charlie Bell,3155781.125
Jonny Flynn,3943103.3333333335
Jeff Foster,5154459.384615385
Eduardo Najera,4146953.8333333335
Antonio McDyess,10542732.375
Anthony Parker,3422656.4444444445
Ben Wallace,7520596.125
Rudy Fernandez,1748125.25
Donte Greene,1584891.0
Craig Brackins,1660103.0
Anthony Carter,2029243.5833333333
Jamaal Magloire,4513378.083333333
Tony Battie,5416107.6
Mike Bibby,10569706.642857144
Eddie House,1706487.3333333333
Brian Cardinal,4344433.083333333
Brian Scalabrine,2405540.8181818184
Michael Redd,11114362.0
Maurice Evans,2097661.5555555555
Jason Kapono,4033549.3333333335
Brian Cook,2536832.777777778
TJ Ford,6248094.888888889
Craig Smith,1960705.6666666667
Von Wafer,826149.5
Shelden Williams,2614341.8333333335
Sean Williams,1713937.0
Derrick Brown,851629.3333333334
Sundiata Gaines,591813.0
Erick Dampier,8591340.6875
Solomon Alabi,979432.0
Andy Rautins,848726.0
Armon Johnson,753894.0
Semih Erden,753894.0
Bobby Simmons,6003299.636363637
Ryan Reid,571745.0
Vernon Macklin,570065.0
Larry Hughes,8862191.846153846
Walker Russell,450522.0
Francisco Elson,1823791.7777777778
Hamady N'Diaye,457929.5
Derrick Caracter,457929.5
Mickell Gladness,298828.0
Darington Hobson,212225.5
Jeff Foote,271237.0
Carldell Johnson,202259.0
Mychel Thompson,202259.0
Dennis Horner,110307.0
Larry Owens,86515.5
Brian Skinner,2499960.714285714
Ike Diogu,2026838.4285714286
Ben Uzoh,332149.0
Andre Emmett,507402.6666666667
Garret Siler,325950.5
Courtney Fortson,50565.0
Yao Ming,13571764.555555556
Predrag Stojakovic,10968915.166666666
Marko Jaric,6375778.777777778
Dan Gadzuric,5424677.666666667
Morris Peterson,5063490.0
Nenad Krstic,3758944.1428571427
Marcus Banks,4261585.0
Darius Songaila,4112600.125
Jamario Moon,2161012.5
Julian Wright,2667817.0
Al Thornton,2565404.0
David Andersen,3006728.5
Jason Williams,6053698.461538462
Earl Boykins,1935928.5833333333
Zydrunas Ilgauskas,11961831.466666667
Joe Smith,5675319.8
Theo Ratliff,9894548.8
Shaquille O'Neal,26808200.4
Sean Marks,1091698.1666666667
Malik Allen,1714286.5
Carlos Arroyo,3065428.3333333335
Etan Thomas,5471609.545454546
Quinton Ross,1109723.0
Kyrylo Fesenko,1108809.5
Josh Powell,1033373.0
Didier Ilunga-Mbenga,1982606.7142857143
Antoine Wright,2077899.5
Luther Head,1503163.0
Fabricio Oberto,3651654.0
Joey Graham,1902170.3333333333
Stephen Graham,799647.6666666666
Leon Powe,936823.6
Acie Law,2236932.25
Darnell Jackson,850460.6666666666
Jermaine Taylor,943302.5
Rodney Carney,1578390.0
Jarron Collins,2034998.0
Willie Warren,623256.0
Gani Lawal,590397.0
Pooh Jeter,590353.0
Da'Sean Butler,590353.0
Terrico White,590353.0
Sherron Collins,590353.0
Pape Sy,590353.0
Pops Mensah-Bonsu,474297.3333333333
Jawad Williams,544036.6666666666
Ime Udoka,1005403.4
Zabian Dowdell,302122.0
Joe Alexander,2116918.3333333335
Trey Johnson,172143.0
Maurice Ager,970670.0
Matt Janning,72925.0
Ronald Dupree,815154.6
Cuttino Mobley,7743898.0
Darius Miles,8450408.2
Kenny Thomas,6720512.545454546
Mark Blount,5926531.2
Tim Thomas,10830160.0
Shareef Abdur-Rahim,11564020.307692308
Jerome James,6105582.0
Matt Harpring,5546571.666666667
Antonio Daniels,5363213.615384615
Adam Morrison,5424858.0
Speedy Claxton,4994230.4
Rafer Alston,3417040.909090909
Trenton Hassell,4101267.4444444445
Steven Hunter,3349994.3333333335
Mark Madsen,2130260.7
Mikki Moore,3169072.5454545454
Michael Finley,14179624.857142856
Ricky Davis,5005244.0
Anthony Johnson,2242949.5
Chucky Atkins,4405104.0
Brent Barry,5516786.928571428
Jarvis Hayes,2579507.0
Josh Boone,1746231.25
Bruce Bowen,3253876.769230769
Radoslav Nesterovic,5874662.333333333
Ronald Murray,1598082.5
Mardy Collins,1525980.0
Travis Diener,1521152.6
Patrick O'Bryant,2388534.0
Devean George,3702305.909090909
Oleksiy Pecherov,1833591.6666666667
Javaris Crittenton,1751007.3333333333
Adonal Foyle,6871431.0
Kevin Ollie,2333757.4166666665
Lindsey Hunter,3332100.0714285714
Allen Iverson,15767541.92857143
Primoz Brezec,2295666.375
Devin Brown,1373718.375
Alando Tucker,1269744.3333333333
James Singleton,1025137.0
JR Giddens,1242223.5
Greg Buckner,3706193.090909091
Yakhouba Diawara,931484.0
Sean May,2287989.6
Kyle Weaver,1049227.5
Marcus Williams,1417703.25
Randolph Morris,1041274.3333333334
Marcus Haislip,2083202.0
Jonathan Bender,5636071.5
Malik Hairston,681782.0
Nathan Jawai,738292.0
Chris Hunter,796666.0
Kareem Rush,1711035.5714285714
Jason Hart,1736269.2222222222
Taylor Griffin,576397.0
Marcus Landry,576397.0
Mario West,667743.6666666666
Coby Karl,502236.5
Othello Hunter,468189.5
Roko Ukic,967025.0
Ryan Bowen,1142592.6363636365
Mike Wilks,870130.625
Antonio Anderson,176309.0
Quincy Douby,1320192.0
Paul Davis,489571.0
Desmond Mason,5168696.4
Mike Harris,81849.0
Cedric Jackson,67811.0
Chris Richard,305798.0
JamesOn Curry,295467.5
Stephon Marbury,16580887.461538462
Steve Francis,14258992.1
Wally Szczerbiak,10287829.7
Raef LaFrentz,10711733.090909092
Antoine Walker,12198865.461538462
Malik Rose,5518911.384615385
Eric Snow,5577015.0
Donyell Marshall,7704119.230769231
Bobby Jackson,4286011.5
Stromile Swift,6725308.888888889
Damon Jones,2691357.727272727
Jorge Garbajosa,5212949.0
Robert Swift,3035848.4
Rashad McCants,2480944.0
Jackie Butler,2434041.0
Chris Mihm,3979832.6666666665
Damon Stoudamire,11435404.923076924
Maceo Baston,1381124.0
Saer Sene,2721709.3333333335
Tyronn Lue,2729954.8181818184
Brevin Knight,4348550.25
